level,age,gender,marital_status,faculty,department,skill,prep_before,prep_after,quality_before,quality_after,confidence_before,confidence_after,cgpa_before,cgpa_after,employment,quit_job,cgpa_change
300level,19–21,Male,Single,Science,Cell Biology and Genetics,Yes,Neutral,Good,Neutral,Neutral,Good,Good,4.037019593475337,3.928743003596359,No,No,-0.10827658987897815
500level.,25–27,Female,Single,Science,Marine  science,No,Good,Neutral,Neutral,Neutral,Good,Good,4.070029475811004,3.734183296123833,No,No,-0.335846179687171
200level,22–24,Female,Single,Education,Art and social sciences Education ,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,4.008399257322151,3.8653408745769973,Yes,Yes,-0.1430583827451537
400level,22–24,Female,Single,Management Science,Finance ,Yes,Neutral,Poor,Neutral,Poor,Good,Neutral,3.9830459542553327,3.765050754204519,Yes,No,-0.21799520005081385
300level,19–21,Male,Single,Science,Statistics ,Yes,Good,Good,Good,Good,Good,Good,4.016545263639459,3.9662555561984263,Yes,No,-0.050289707441033116
300level,25–27,Male,Single,Science,Botany ,Yes,Good,Neutral,Neutral,Poor,Good,Neutral,4.007933384030111,3.77759466986908,No,No,-0.23033871416103135
400level,22–24,Male,Single,Science,Geophysics ,No,Poor,Neutral,Neutral,Poor,Neutral,Poor,3.9962477825697515,3.5768437154326773,No,No,-0.41940406713707423
200level,16–18,Female,Married,Engineering,Civil Engineering,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.9850168872489364,3.6329452338414567,Yes,No,-0.3520716534074797
300level,25–27,Female,Single,Law,Law,No Skill,Neutral,Neutral,Neutral,Neutral,Neutral,Poor,3.987337332476724,3.785997160220837,No,No,-0.20134017225588696
200level,22–24,Female,Single,Management Science,accounting ,Yes,Neutral,Poor,Poor,Poor,Neutral,Poor,3.987108480782515,3.9029435282445073,No,No,-0.08416495253800749
300level,22–24,Male,Single,Education,Educational foundations ,No,Neutral,Good,Neutral,Neutral,Neutral,Neutral,3.961306403434046,3.867156632482768,Yes,No,-0.09414977095127819
300level,19–21,Male,Single,Science,Cell Biology and Genetics,Yes,Neutral,Good,Neutral,Neutral,Good,Good,4.01912917316962,3.492148129143285,No,No,-0.5269810440263352
500level.,25–27,Female,Single,Science,Marine  science,No,Good,Neutral,Neutral,Neutral,Good,Good,4.010562722899601,3.9900023593619762,No,No,-0.020560363537624582
200level,22–24,Female,Single,Education,Art and social sciences Education ,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,4.003415150909581,4.0631867094411005,Yes,Yes,0.059771558531519275
400level,22–24,Female,Single,Management Science,Finance ,Yes,Neutral,Poor,Neutral,Poor,Good,Neutral,3.9326472554832828,3.820075055219473,Yes,No,-0.11257220026380965
300level,19–21,Male,Single,Science,Statistics ,Yes,Good,Good,Good,Good,Good,Good,3.9905257539977774,3.874772981139948,Yes,No,-0.11575277285782937
300level,25–27,Male,Single,Science,Botany ,Yes,Good,Neutral,Neutral,Poor,Good,Neutral,4.03437931793647,3.6571984082342808,No,No,-0.37718090970218965
400level,22–24,Male,Single,Science,Geophysics ,No,Poor,Neutral,Neutral,Poor,Neutral,Poor,4.015941568439246,4.3405433678304925,No,No,0.3246017993912469
200level,16–18,Female,Married,Engineering,Civil Engineering,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.971679301843779,3.6805509004222703,Yes,No,-0.29112840142150853
300level,25–27,Female,Single,Law,Law,No Skill,Neutral,Neutral,Neutral,Neutral,Neutral,Poor,3.990860504052007,4.2305081534410975,No,No,0.23964764938909067
200level,22–24,Female,Single,Management Science,accounting ,Yes,Neutral,Poor,Poor,Poor,Neutral,Poor,4.017678039148338,4.026883336148486,No,No,0.009205297000147716
300level,22–24,Male,Single,Education,Educational foundations ,No,Neutral,Good,Neutral,Neutral,Neutral,Neutral,3.987131932206214,3.6141698491568857,Yes,No,-0.37296208304932854
300level,19–21,Male,Single,Science,Cell Biology and Genetics,Yes,Neutral,Good,Neutral,Neutral,Good,Good,4.017569285230149,3.5885431075286416,No,No,-0.4290261777015072
500level.,25–27,Female,Single,Science,Marine  science,No,Good,Neutral,Neutral,Neutral,Good,Good,3.950410675925042,3.983782837199642,No,No,0.0333721612746003
200level,22–24,Female,Single,Education,Art and social sciences Education ,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,4.004178597601917,3.763630046031608,Yes,Yes,-0.24054855157030897
400level,22–24,Female,Single,Management Science,Finance ,Yes,Neutral,Poor,Neutral,Poor,Good,Neutral,4.020615764004993,3.8096007407863923,Yes,No,-0.21101502321860055
300level,19–21,Male,Single,Science,Statistics ,Yes,Good,Good,Good,Good,Good,Good,3.943754529742962,3.512134806600593,Yes,No,-0.43161972314236907
300level,25–27,Male,Single,Science,Botany ,Yes,Good,Neutral,Neutral,Poor,Good,Neutral,4.018357086057275,3.984040586108274,No,No,-0.03431649994900088
400level,22–24,Male,Single,Science,Geophysics ,No,Poor,Neutral,Neutral,Poor,Neutral,Poor,3.975137850086565,3.8132762852906974,No,No,-0.16186156479586744
200level,16–18,Female,Married,Engineering,Civil Engineering,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.9803395777950743,3.8499543237658247,Yes,No,-0.1303852540292496
300level,25–27,Female,Single,Law,Law,No Skill,Neutral,Neutral,Neutral,Neutral,Neutral,Poor,3.979694413142677,3.6566471919260466,No,No,-0.3230472212166302
200level,22–24,Female,Single,Management Science,accounting ,Yes,Neutral,Poor,Poor,Poor,Neutral,Poor,3.991236117124705,3.403312761456359,No,No,-0.5879233556683459
300level,22–24,Male,Single,Education,Educational foundations ,No,Neutral,Good,Neutral,Neutral,Neutral,Neutral,4.013514318924137,4.002929783542549,Yes,No,-0.010584535381587656
300level,19–21,Male,Single,Science,Cell Biology and Genetics,Yes,Neutral,Good,Neutral,Neutral,Good,Good,3.984768204070807,3.690149004710927,No,No,-0.2946191993598797
500level.,25–27,Female,Single,Science,Marine  science,No,Good,Neutral,Neutral,Neutral,Good,Good,3.973133147686123,3.9604355857568647,No,No,-0.012697561929258416
200level,22–24,Female,Single,Education,Art and social sciences Education ,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,4.001123970871245,4.07364000643906,Yes,Yes,0.07251603556781472
400level,22–24,Female,Single,Management Science,Finance ,Yes,Neutral,Poor,Neutral,Poor,Good,Neutral,4.000015900898601,3.942150485512418,Yes,No,-0.05786541538618328
300level,19–21,Male,Single,Science,Statistics ,Yes,Good,Good,Good,Good,Good,Good,3.9992929882077553,3.9081343102788275,Yes,No,-0.09115867792892773
300level,25–27,Male,Single,Science,Botany ,Yes,Good,Neutral,Neutral,Poor,Good,Neutral,3.9218484840802406,4.033460348600926,No,No,0.11161186452068517
400level,22–24,Male,Single,Science,Geophysics ,No,Poor,Neutral,Neutral,Poor,Neutral,Poor,4.026407267034813,3.4952215382695595,No,No,-0.5311857287652533
200level,16–18,Female,Married,Engineering,Civil Engineering,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,4.012758302548637,4.247609559276398,Yes,No,0.23485125672776164
300level,25–27,Female,Single,Law,Law,No Skill,Neutral,Neutral,Neutral,Neutral,Neutral,Poor,3.985455719122442,3.8900186085489943,No,No,-0.09543711057344773
200level,22–24,Female,Single,Management Science,accounting ,Yes,Neutral,Poor,Poor,Poor,Neutral,Poor,4.004287952976259,3.7977628796475114,No,No,-0.20652507332874803
300level,22–24,Male,Single,Education,Educational foundations ,No,Neutral,Good,Neutral,Neutral,Neutral,Neutral,4.052194632142211,4.453469568719191,Yes,No,0.4012749365769803
300level,19–21,Male,Single,Science,Cell Biology and Genetics,Yes,Neutral,Good,Neutral,Neutral,Good,Good,3.9761642859609654,3.849927275886147,No,No,-0.12623701007481847
500level.,25–27,Female,Single,Science,Marine  science,No,Good,Neutral,Neutral,Neutral,Good,Good,3.993252808646139,3.6216828688760185,No,No,-0.3715699397701204
200level,22–24,Female,Single,Education,Art and social sciences Education ,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,4.020214873315232,3.498209345295794,Yes,Yes,-0.522005528019438
400level,22–24,Female,Single,Management Science,Finance ,Yes,Neutral,Poor,Neutral,Poor,Good,Neutral,3.9764861081897,3.9429658199913336,Yes,No,-0.03352028819836628
300level,19–21,Male,Single,Science,Statistics ,Yes,Good,Good,Good,Good,Good,Good,4.016826298404861,3.534125960196966,Yes,No,-0.48270033820789493
300level,25–27,Male,Single,Science,Botany ,Yes,Good,Neutral,Neutral,Poor,Good,Neutral,3.964646167023791,3.5665112272994812,No,No,-0.3981349397243097
400level,22–24,Male,Single,Science,Geophysics ,No,Poor,Neutral,Neutral,Poor,Neutral,Poor,4.011295008954153,3.6187846596546347,No,No,-0.3925103492995179
200level,16–18,Female,Married,Engineering,Civil Engineering,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.9672314026508833,4.08828198410966,Yes,No,0.12105058145877656
300level,25–27,Female,Single,Law,Law,No Skill,Neutral,Neutral,Neutral,Neutral,Neutral,Poor,3.938630468066801,3.6207761870181563,No,No,-0.3178542810486449
200level,22–24,Female,Single,Management Science,accounting ,Yes,Neutral,Poor,Poor,Poor,Neutral,Poor,3.975464988552131,3.872896198427427,No,No,-0.1025687901247041
300level,22–24,Male,Single,Education,Educational foundations ,No,Neutral,Good,Neutral,Neutral,Neutral,Neutral,3.9794207520322646,3.807334782719124,Yes,No,-0.17208596931314046
300level,19–21,Male,Single,Science,Cell Biology and Genetics,Yes,Neutral,Good,Neutral,Neutral,Good,Good,3.9640541921034504,3.8324092657013122,No,No,-0.1316449264021382
500level.,25–27,Female,Single,Science,Marine  science,No,Good,Neutral,Neutral,Neutral,Good,Good,4.0040434988383415,3.7569661558723757,No,No,-0.24707734296596584
200level,22–24,Female,Single,Education,Art and social sciences Education ,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.98097278707406,3.727134204846987,Yes,Yes,-0.25383858222707323
400level,22–24,Female,Single,Management Science,Finance ,Yes,Neutral,Poor,Neutral,Poor,Good,Neutral,4.0481918937321115,3.7075874136092746,Yes,No,-0.34060448012283695
300level,19–21,Male,Single,Science,Statistics ,Yes,Good,Good,Good,Good,Good,Good,3.9855550526345085,3.7283619055740878,Yes,No,-0.25719314706042073
300level,25–27,Male,Single,Science,Botany ,Yes,Good,Neutral,Neutral,Poor,Good,Neutral,4.00576423495075,3.6841333633854845,No,No,-0.32163087156526515
400level,22–24,Male,Single,Science,Geophysics ,No,Poor,Neutral,Neutral,Poor,Neutral,Poor,4.006790327939323,3.8969712030342163,No,No,-0.10981912490510704
200level,16–18,Female,Married,Engineering,Civil Engineering,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.9665703327381805,3.9733470792264955,Yes,No,0.006776746488315055
300level,25–27,Female,Single,Law,Law,No Skill,Neutral,Neutral,Neutral,Neutral,Neutral,Poor,4.018693981772159,3.8917801080490957,No,No,-0.12691387372306373
200level,22–24,Female,Single,Management Science,accounting ,Yes,Neutral,Poor,Poor,Poor,Neutral,Poor,4.0293706053917795,3.535311722746661,No,No,-0.49405888264511866
300level,22–24,Male,Single,Education,Educational foundations ,No,Neutral,Good,Neutral,Neutral,Neutral,Neutral,4.000041990817813,4.2379867764877845,Yes,No,0.23794478566997146
300level,19–21,Male,Single,Science,Cell Biology and Genetics,Yes,Neutral,Good,Neutral,Neutral,Good,Good,4.024379092005396,4.018736704148838,No,No,-0.0056423878565574626
500level.,25–27,Female,Single,Science,Marine  science,No,Good,Neutral,Neutral,Neutral,Good,Good,4.008904955171074,3.7977116186551934,No,No,-0.21119333651588068
200level,22–24,Female,Single,Education,Art and social sciences Education ,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.945601335883777,3.767373145952156,Yes,Yes,-0.17822818993162093
400level,22–24,Female,Single,Management Science,Finance ,Yes,Neutral,Poor,Neutral,Poor,Good,Neutral,4.021931640195789,3.9365992756731365,Yes,No,-0.08533236452265269
300level,19–21,Male,Single,Science,Statistics ,Yes,Good,Good,Good,Good,Good,Good,3.911939405389241,4.11680535790175,Yes,No,0.20486595251250916
300level,25–27,Male,Single,Science,Botany ,Yes,Good,Neutral,Neutral,Poor,Good,Neutral,3.999434280276485,3.5229453538125126,No,No,-0.47648892646397245
400level,22–24,Male,Single,Science,Geophysics ,No,Poor,Neutral,Neutral,Poor,Neutral,Poor,3.9625541340176094,3.943647812816863,No,No,-0.018906321200746312
200level,16–18,Female,Married,Engineering,Civil Engineering,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.93934277525671,4.061992201142282,Yes,No,0.1226494258855726
300level,25–27,Female,Single,Law,Law,No Skill,Neutral,Neutral,Neutral,Neutral,Neutral,Poor,3.9734626683903698,3.33504768927088,No,No,-0.63841497911949
200level,22–24,Female,Single,Management Science,accounting ,Yes,Neutral,Poor,Poor,Poor,Neutral,Poor,3.953904980717775,3.7220428357490523,No,No,-0.23186214496872282
300level,22–24,Male,Single,Education,Educational foundations ,No,Neutral,Good,Neutral,Neutral,Neutral,Neutral,4.006032626891539,3.42442208398742,Yes,No,-0.581610542904119
300level,19–21,Male,Single,Science,Cell Biology and Genetics,Yes,Neutral,Good,Neutral,Neutral,Good,Good,3.987695437830234,3.079750563744838,No,No,-0.9079448740853957
500level.,25–27,Female,Single,Science,Marine  science,No,Good,Neutral,Neutral,Neutral,Good,Good,3.9466385889072235,3.91556818464415,No,No,-0.031070404263073392
200level,22–24,Female,Single,Education,Art and social sciences Education ,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.944607391490939,3.3215034653641493,Yes,Yes,-0.6231039261267899
400level,22–24,Female,Single,Management Science,Finance ,Yes,Neutral,Poor,Neutral,Poor,Good,Neutral,3.9697063324379127,3.590765369568455,Yes,No,-0.37894096286945755
300level,19–21,Male,Single,Science,Statistics ,Yes,Good,Good,Good,Good,Good,Good,4.04144981833032,4.348348238226465,Yes,No,0.30689841989614486
300level,25–27,Male,Single,Science,Botany ,Yes,Good,Neutral,Neutral,Poor,Good,Neutral,3.9880243587934197,3.9010260791301703,No,No,-0.08699827966324936
400level,22–24,Male,Single,Science,Geophysics ,No,Poor,Neutral,Neutral,Poor,Neutral,Poor,4.020141658366554,3.5877065779207484,No,No,-0.4324350804458055
200level,16–18,Female,Married,Engineering,Civil Engineering,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,4.032231144160689,3.9011058274455936,Yes,No,-0.13112531671509542
300level,25–27,Female,Single,Law,Law,No Skill,Neutral,Neutral,Neutral,Neutral,Neutral,Poor,4.005714005575169,3.6094270393686076,No,No,-0.39628696620656134
200level,22–24,Female,Single,Management Science,accounting ,Yes,Neutral,Poor,Poor,Poor,Neutral,Poor,3.9897774227972573,4.136125131295776,No,No,0.14634770849851853
300level,22–24,Male,Single,Education,Educational foundations ,No,Neutral,Good,Neutral,Neutral,Neutral,Neutral,4.0138737462078735,3.7138476710868065,Yes,No,-0.30002607512106705
300level,19–21,Male,Single,Science,Cell Biology and Genetics,Yes,Neutral,Good,Neutral,Neutral,Good,Good,4.028238908042029,3.8897290543481278,No,No,-0.13850985369390134
500level.,25–27,Female,Single,Science,Marine  science,No,Good,Neutral,Neutral,Neutral,Good,Good,4.026008628866052,4.138812758202266,No,No,0.11280412933621431
200level,22–24,Female,Single,Education,Art and social sciences Education ,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.951576997085816,3.971592334121213,Yes,Yes,0.020015337035397263
400level,22–24,Female,Single,Management Science,Finance ,Yes,Neutral,Poor,Neutral,Poor,Good,Neutral,3.971354739657104,3.604069817375056,Yes,No,-0.3672849222820478
300level,19–21,Male,Single,Science,Statistics ,Yes,Good,Good,Good,Good,Good,Good,3.9828825584736265,3.9976940739606146,Yes,No,0.014811515486988114
300level,25–27,Male,Single,Science,Botany ,Yes,Good,Neutral,Neutral,Poor,Good,Neutral,4.046677058798861,4.228676478956846,No,No,0.1819994201579851
400level,22–24,Male,Single,Science,Geophysics ,No,Poor,Neutral,Neutral,Poor,Neutral,Poor,4.01552809367669,3.6506802878249682,No,No,-0.36484780585172194
200level,16–18,Female,Married,Engineering,Civil Engineering,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.967303110710791,3.5554240576549274,Yes,No,-0.4118790530558636
300level,25–27,Female,Single,Law,Law,No Skill,Neutral,Neutral,Neutral,Neutral,Neutral,Poor,4.001920792260313,3.9041086623035097,No,No,-0.09781212995680288
200level,22–24,Female,Single,Management Science,accounting ,Yes,Neutral,Poor,Poor,Poor,Neutral,Poor,4.020781369602545,3.9198868103315805,No,No,-0.10089455927096491
300level,22–24,Male,Single,Education,Educational foundations ,No,Neutral,Good,Neutral,Neutral,Neutral,Neutral,4.009553706115103,3.3855860873477104,Yes,No,-0.6239676187673924
300level,19–21,Male,Single,Science,Cell Biology and Genetics,Yes,Neutral,Good,Neutral,Neutral,Good,Good,4.016084627056129,3.3948252412713606,No,No,-0.6212593857847684
500level.,25–27,Female,Single,Science,Marine  science,No,Good,Neutral,Neutral,Neutral,Good,Good,4.006230460936954,4.174672252987966,No,No,0.16844179205101195
200level,22–24,Female,Single,Education,Art and social sciences Education ,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,4.010129524422205,4.045132195267388,Yes,Yes,0.03500267084518249
400level,22–24,Female,Single,Management Science,Finance ,Yes,Neutral,Poor,Neutral,Poor,Good,Neutral,3.9643379510415966,3.9601828465530553,Yes,No,-0.0041551044885412836
300level,19–21,Male,Single,Science,Statistics ,Yes,Good,Good,Good,Good,Good,Good,4.024851970864156,3.7963774121777263,Yes,No,-0.22847455868642985
300level,25–27,Male,Single,Science,Botany ,Yes,Good,Neutral,Neutral,Poor,Good,Neutral,4.006171654364745,3.6241837198852056,No,No,-0.38198793447953916
400level,22–24,Male,Single,Science,Geophysics ,No,Poor,Neutral,Neutral,Poor,Neutral,Poor,4.014096716147828,4.176624712554568,No,No,0.1625279964067401
200level,16–18,Female,Married,Engineering,Civil Engineering,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,4.017820790708914,3.582760161467685,Yes,No,-0.4350606292412289
300level,25–27,Female,Single,Law,Law,No Skill,Neutral,Neutral,Neutral,Neutral,Neutral,Poor,4.026830609289161,3.8315762214801707,No,No,-0.19525438780899007
200level,22–24,Female,Single,Management Science,accounting ,Yes,Neutral,Poor,Poor,Poor,Neutral,Poor,4.033930215552982,4.500095314747007,No,No,0.4661650991940247
300level,22–24,Male,Single,Education,Educational foundations ,No,Neutral,Good,Neutral,Neutral,Neutral,Neutral,3.923243835192669,4.004894128008656,Yes,No,0.08165029281598724
300level,19–21,Male,Single,Science,Cell Biology and Genetics,Yes,Neutral,Good,Neutral,Neutral,Good,Good,4.059252916581085,3.5651243097106047,No,No,-0.49412860687048
500level.,25–27,Female,Single,Science,Marine  science,No,Good,Neutral,Neutral,Neutral,Good,Good,3.932339577303172,3.8332070714904782,No,No,-0.09913250581269395
200level,22–24,Female,Single,Education,Art and social sciences Education ,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.9700520404878152,4.182824820881427,Yes,Yes,0.2127727803936117
400level,22–24,Female,Single,Management Science,Finance ,Yes,Neutral,Poor,Neutral,Poor,Good,Neutral,4.042744185235274,4.031303980199639,Yes,No,-0.011440205035635032
300level,19–21,Male,Single,Science,Statistics ,Yes,Good,Good,Good,Good,Good,Good,4.013819666820069,3.8902313073903496,Yes,No,-0.12358835942971957
300level,25–27,Male,Single,Science,Botany ,Yes,Good,Neutral,Neutral,Poor,Good,Neutral,4.032752747003663,4.198866544839774,No,No,0.16611379783611113
400level,22–24,Male,Single,Science,Geophysics ,No,Poor,Neutral,Neutral,Poor,Neutral,Poor,4.042378412250179,3.446481765811865,No,No,-0.5958966464383142
200level,16–18,Female,Married,Engineering,Civil Engineering,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.9852775179294904,3.6593208023667887,Yes,No,-0.32595671556270167
300level,25–27,Female,Single,Law,Law,No Skill,Neutral,Neutral,Neutral,Neutral,Neutral,Poor,4.04775155066508,3.816119038308585,No,No,-0.23163251235649485
200level,22–24,Female,Single,Management Science,accounting ,Yes,Neutral,Poor,Poor,Poor,Neutral,Poor,3.9867736220402206,3.754781983805839,No,No,-0.23199163823438163
300level,22–24,Male,Single,Education,Educational foundations ,No,Neutral,Good,Neutral,Neutral,Neutral,Neutral,3.982222907699083,4.193517557295915,Yes,No,0.21129464959683197
300level,19–21,Male,Single,Science,Cell Biology and Genetics,Yes,Neutral,Good,Neutral,Neutral,Good,Good,3.989736532012119,3.7188388492046043,No,No,-0.2708976828075147
500level.,25–27,Female,Single,Science,Marine  science,No,Good,Neutral,Neutral,Neutral,Good,Good,3.9712949748083033,4.349720370093268,No,No,0.3784253952849643
200level,22–24,Female,Single,Education,Art and social sciences Education ,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.9813613547241675,3.3554966148816634,Yes,Yes,-0.6258647398425041
400level,22–24,Female,Single,Management Science,Finance ,Yes,Neutral,Poor,Neutral,Poor,Good,Neutral,3.964957386321866,3.4587048995362455,Yes,No,-0.5062524867856206
300level,19–21,Male,Single,Science,Statistics ,Yes,Good,Good,Good,Good,Good,Good,3.991513553698087,3.6786330843009716,Yes,No,-0.3128804693971152
300level,25–27,Male,Single,Science,Botany ,Yes,Good,Neutral,Neutral,Poor,Good,Neutral,3.969068916573829,3.9149257664574217,No,No,-0.054143150116407135
400level,22–24,Male,Single,Science,Geophysics ,No,Poor,Neutral,Neutral,Poor,Neutral,Poor,3.9652431021564922,3.9135723291905,No,No,-0.05167077296599221
200level,16–18,Female,Married,Engineering,Civil Engineering,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,4.022668496187879,3.8513555160506923,Yes,No,-0.17131298013718643
300level,25–27,Female,Single,Law,Law,No Skill,Neutral,Neutral,Neutral,Neutral,Neutral,Poor,4.00507591717289,4.170017481667246,No,No,0.16494156449435593
200level,22–24,Female,Single,Management Science,accounting ,Yes,Neutral,Poor,Poor,Poor,Neutral,Poor,3.9646590756937314,3.3191822599642538,No,No,-0.6454768157294777
300level,22–24,Male,Single,Education,Educational foundations ,No,Neutral,Good,Neutral,Neutral,Neutral,Neutral,4.072189752196038,3.4294741993613984,Yes,No,-0.6427155528346393
300level,19–21,Male,Single,Science,Cell Biology and Genetics,Yes,Neutral,Good,Neutral,Neutral,Good,Good,3.9841868419892443,3.9374983440085356,No,No,-0.04668849798070873
500level.,25–27,Female,Single,Science,Marine  science,No,Good,Neutral,Neutral,Neutral,Good,Good,4.012010761662803,3.916887565970199,No,No,-0.09512319569260397
200level,22–24,Female,Single,Education,Art and social sciences Education ,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,4.046689346276263,4.121250779894223,Yes,Yes,0.07456143361795942
400level,22–24,Female,Single,Management Science,Finance ,Yes,Neutral,Poor,Neutral,Poor,Good,Neutral,3.9831594137335604,3.667043118507374,Yes,No,-0.31611629522618623
300level,19–21,Male,Single,Science,Statistics ,Yes,Good,Good,Good,Good,Good,Good,3.9206500919583807,3.7730124122384323,Yes,No,-0.14763767971994834
300level,25–27,Male,Single,Science,Botany ,Yes,Good,Neutral,Neutral,Poor,Good,Neutral,4.042939075761363,3.714409233671501,No,No,-0.3285298420898619
400level,22–24,Male,Single,Science,Geophysics ,No,Poor,Neutral,Neutral,Poor,Neutral,Poor,4.088264939064538,3.9765821363387754,No,No,-0.11168280272576236
200level,16–18,Female,Married,Engineering,Civil Engineering,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,4.024957359401504,3.4246738932759686,Yes,No,-0.6002834661255352
300level,25–27,Female,Single,Law,Law,No Skill,Neutral,Neutral,Neutral,Neutral,Neutral,Poor,3.951839416784738,3.7093344906985455,No,No,-0.24250492608619245
200level,22–24,Female,Single,Management Science,accounting ,Yes,Neutral,Poor,Poor,Poor,Neutral,Poor,4.03545095805201,4.211069349248544,No,No,0.17561839119653389
300level,22–24,Male,Single,Education,Educational foundations ,No,Neutral,Good,Neutral,Neutral,Neutral,Neutral,4.004388576820079,3.911094709469306,Yes,No,-0.0932938673507735
300level,19–21,Male,Single,Science,Cell Biology and Genetics,Yes,Neutral,Good,Neutral,Neutral,Good,Good,4.014869960360875,4.160328247007141,No,No,0.14545828664626548
500level.,25–27,Female,Single,Science,Marine  science,No,Good,Neutral,Neutral,Neutral,Good,Good,3.9751507639964174,3.5946826675108863,No,No,-0.38046809648553115
200level,22–24,Female,Single,Education,Art and social sciences Education ,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.9501576860188434,3.583489566814415,Yes,Yes,-0.3666681192044283
400level,22–24,Female,Single,Management Science,Finance ,Yes,Neutral,Poor,Neutral,Poor,Good,Neutral,3.97526028059108,3.7584104590219436,Yes,No,-0.21684982156913657
300level,19–21,Male,Single,Science,Statistics ,Yes,Good,Good,Good,Good,Good,Good,3.98387639270301,3.6564036719612525,Yes,No,-0.3274727207417576
300level,25–27,Male,Single,Science,Botany ,Yes,Good,Neutral,Neutral,Poor,Good,Neutral,4.007889924055904,3.9871950677547674,No,No,-0.020694856301136877
400level,22–24,Male,Single,Science,Geophysics ,No,Poor,Neutral,Neutral,Poor,Neutral,Poor,3.949700394817965,3.622207649886401,No,No,-0.3274927449315639
200level,16–18,Female,Married,Engineering,Civil Engineering,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.953082352469107,3.784168656158819,Yes,No,-0.16891369631028796
300level,25–27,Female,Single,Law,Law,No Skill,Neutral,Neutral,Neutral,Neutral,Neutral,Poor,3.991970929293117,3.531827441100819,No,No,-0.4601434881922981
200level,22–24,Female,Single,Management Science,accounting ,Yes,Neutral,Poor,Poor,Poor,Neutral,Poor,4.014475464006379,4.232023579070923,No,No,0.21754811506454352
300level,22–24,Male,Single,Education,Educational foundations ,No,Neutral,Good,Neutral,Neutral,Neutral,Neutral,4.011600270485028,3.8639931216701875,Yes,No,-0.14760714881484027
300level,19–21,Male,Single,Science,Cell Biology and Genetics,Yes,Neutral,Good,Neutral,Neutral,Good,Good,3.978497304266768,3.497309660669298,No,No,-0.48118764359747024
500level.,25–27,Female,Single,Science,Marine  science,No,Good,Neutral,Neutral,Neutral,Good,Good,3.9963031199249976,4.151988296069601,No,No,0.15568517614460342
200level,22–24,Female,Single,Education,Art and social sciences Education ,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,4.007422210230415,3.895038855663673,Yes,Yes,-0.11238335456674253
400level,22–24,Female,Single,Management Science,Finance ,Yes,Neutral,Poor,Neutral,Poor,Good,Neutral,3.989330267089122,3.473419876272856,Yes,No,-0.5159103908162663
300level,19–21,Male,Single,Science,Statistics ,Yes,Good,Good,Good,Good,Good,Good,3.9385057837651405,3.821572934864543,Yes,No,-0.11693284890059763
300level,25–27,Male,Single,Science,Botany ,Yes,Good,Neutral,Neutral,Poor,Good,Neutral,4.001600774542201,4.128539787873829,No,No,0.12693901333162838
400level,22–24,Male,Single,Science,Geophysics ,No,Poor,Neutral,Neutral,Poor,Neutral,Poor,4.000255151062153,3.5752060538155876,No,No,-0.4250490972465655
200level,16–18,Female,Married,Engineering,Civil Engineering,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.993026615615695,3.9710933514686375,Yes,No,-0.02193326414705732
300level,25–27,Female,Single,Law,Law,No Skill,Neutral,Neutral,Neutral,Neutral,Neutral,Poor,4.010050276265272,4.337400845687971,No,No,0.32735056942269924
200level,22–24,Female,Single,Management Science,accounting ,Yes,Neutral,Poor,Poor,Poor,Neutral,Poor,4.005852982476723,3.952264291836683,No,No,-0.05358869064004024
