level,age,gender,marital_status,faculty,department,skill,preparation_before,preparation_after,quality_before,quality_after,confidence_before,confidence_after,cgpa_before,cgpa_after,employment,quit_job,cgpa_change
400level,22–24,Male,Single,Science,Geophysics ,No,Poor,Neutral,Neutral,Poor,Neutral,Poor,3.9049531768548484,3.6362368251541657,No,No,-0.26871635170068275
200level,16–18,Female,Married,Engineering,Civil Engineering,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.8931067481357324,3.976431942382175,Yes,No,0.08332519424644236
300level,25–27,Female,Single,Law,Law,No Skill,Neutral,Neutral,Neutral,Neutral,Neutral,Poor,3.829469087839348,3.7084323503536485,No,No,-0.12103673748569932
200level,22–24,Female,Single,Management Science,accounting ,Yes,Neutral,Poor,Poor,Poor,Neutral,Poor,3.9793398246494545,3.6039488519797436,No,No,-0.3753909726697109
300level,22–24,Male,Single,Education,Educational foundations ,No,Neutral,Good,Neutral,Neutral,Neutral,Neutral,3.942388223836501,3.7867339801711104,Yes,No,-0.1556542436653907
300level,19–21,Male,Single,Science,Cell Biology and Genetics,Yes,Neutral,Good,Neutral,Neutral,Good,Good,3.8989223552001384,3.395815147519132,No,No,-0.5031072076810066
500level.,25–27,Female,Single,Science,Marine  science,No,Good,Neutral,Neutral,Neutral,Good,Good,4.233521919354099,3.7292590297337798,No,No,-0.5042628896203194
200level,22–24,Female,Single,Education,Art and social sciences Education ,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.6531645809934976,3.47334056205635,Yes,Yes,-0.17982401893714783
400level,19–21,Male,Single,Engineering,Electrical and Electronics Engineering ,Yes,Poor,Good,Neutral,Neutral,Neutral,Neutral,3.961551524123587,3.724858314285257,Yes,Yes,-0.23669320983832964
200level,16–18,Female,Single,Education,Yoruba ,No,Poor,Neutral,Good,Good,Good,Poor,3.7049196696192266,2.525209301243099,No,,-1.1797103683761274
500level.,27+,Female,Married,Engineering,Met and mat,Yes,Good,Neutral,Good,Neutral,Neutral,Neutral,3.559783922537714,3.1042977049968448,No,,-0.4554862175408694
400level,22–24,Female,Single,Management Science,Finance ,Yes,Neutral,Poor,Neutral,Poor,Good,Neutral,4.1689040579355385,3.5693878715673324,Yes,No,-0.5995161863682061
300level,19–21,Male,Single,Science,Statistics ,Yes,Good,Good,Good,Good,Good,Good,3.960840593986264,3.6330414092108434,Yes,No,-0.32779918477542047
300level,25–27,Male,Single,Science,Botany ,Yes,Good,Neutral,Neutral,Poor,Good,Neutral,4.006859862251378,3.488094919244776,No,No,-0.5187649430066021
400level,22–24,Male,Single,Science,Geophysics ,No,Poor,Neutral,Neutral,Poor,Neutral,Poor,4.175603659709694,3.7241652779174004,No,No,-0.45143838179229334
200level,16–18,Female,Married,Engineering,Civil Engineering,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,4.177981810202317,4.233203654998423,Yes,No,0.05522184479610637
300level,25–27,Female,Single,Law,Law,No Skill,Neutral,Neutral,Neutral,Neutral,Neutral,Poor,3.7147602671228004,3.0806194290962727,No,No,-0.6341408380265277
200level,22–24,Female,Single,Management Science,accounting ,Yes,Neutral,Poor,Poor,Poor,Neutral,Poor,3.2520710293879698,4.328466393811148,No,No,1.076395364423178
300level,22–24,Male,Single,Education,Educational foundations ,No,Neutral,Good,Neutral,Neutral,Neutral,Neutral,3.851629771196455,3.5838281717762763,Yes,No,-0.2678015994201788
300level,19–21,Male,Single,Science,Cell Biology and Genetics,Yes,Neutral,Good,Neutral,Neutral,Good,Good,3.6706057437648645,4.134433635012048,No,No,0.4638278912471834
500level.,25–27,Female,Single,Science,Marine  science,No,Good,Neutral,Neutral,Neutral,Good,Good,3.7001713569229775,3.2525143625186503,No,No,-0.44765699440432716
200level,22–24,Female,Single,Education,Art and social sciences Education ,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,4.3464739519175195,4.150610222105062,Yes,Yes,-0.1958637298124577
400level,19–21,Male,Single,Engineering,Electrical and Electronics Engineering ,Yes,Poor,Good,Neutral,Neutral,Neutral,Neutral,3.765267944985682,3.767795017049057,Yes,Yes,0.002527072063374991
200level,16–18,Female,Single,Education,Yoruba ,No,Poor,Neutral,Good,Good,Good,Poor,3.779174439893896,3.624864473207198,No,,-0.15430996668669783
500level.,27+,Female,Married,Engineering,Met and mat,Yes,Good,Neutral,Good,Neutral,Neutral,Neutral,4.087033508921797,3.320459319648785,No,,-0.7665741892730122
400level,22–24,Female,Single,Management Science,Finance ,Yes,Neutral,Poor,Neutral,Poor,Good,Neutral,3.8679561450356146,4.464909484878811,Yes,No,0.5969533398431968
300level,19–21,Male,Single,Science,Statistics ,Yes,Good,Good,Good,Good,Good,Good,3.6664158348675837,3.0467734303970664,Yes,No,-0.6196424044705173
300level,25–27,Male,Single,Science,Botany ,Yes,Good,Neutral,Neutral,Poor,Good,Neutral,4.427566263215601,3.495537512218226,No,No,-0.9320287509973748
400level,22–24,Male,Single,Science,Geophysics ,No,Poor,Neutral,Neutral,Poor,Neutral,Poor,3.5703359618510304,3.7997810284093614,No,No,0.22944506655833097
200level,16–18,Female,Married,Engineering,Civil Engineering,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,4.02395109178478,3.686762237860232,Yes,No,-0.3371888539245482
300level,25–27,Female,Single,Law,Law,No Skill,Neutral,Neutral,Neutral,Neutral,Neutral,Poor,3.988253847590187,3.8777187280360956,No,No,-0.11053511955409157
200level,22–24,Female,Single,Management Science,accounting ,Yes,Neutral,Poor,Poor,Poor,Neutral,Poor,4.28547501762801,3.919646421438148,No,No,-0.36582859618986197
300level,22–24,Male,Single,Education,Educational foundations ,No,Neutral,Good,Neutral,Neutral,Neutral,Neutral,3.60645065512911,3.4203161989120194,Yes,No,-0.18613445621709035
300level,19–21,Male,Single,Science,Cell Biology and Genetics,Yes,Neutral,Good,Neutral,Neutral,Good,Good,3.9139995759940374,3.43496064568355,No,No,-0.4790389303104874
500level.,25–27,Female,Single,Science,Marine  science,No,Good,Neutral,Neutral,Neutral,Good,Good,3.806964939302076,3.719062666297123,No,No,-0.08790227300495301
200level,22–24,Female,Single,Education,Art and social sciences Education ,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.476869744288258,3.26757801937088,Yes,Yes,-0.20929172491737802
400level,19–21,Male,Single,Engineering,Electrical and Electronics Engineering ,Yes,Poor,Good,Neutral,Neutral,Neutral,Neutral,3.8526183758805495,4.145952987890156,Yes,Yes,0.2933346120096063
200level,16–18,Female,Single,Education,Yoruba ,No,Poor,Neutral,Good,Good,Good,Poor,3.784681794895537,3.686941392259673,No,,-0.0977404026358637
500level.,27+,Female,Married,Engineering,Met and mat,Yes,Good,Neutral,Good,Neutral,Neutral,Neutral,3.9702348482780256,3.9319001361367967,No,,-0.038334712141228966
400level,22–24,Female,Single,Management Science,Finance ,Yes,Neutral,Poor,Neutral,Poor,Good,Neutral,3.7649945376080547,3.9294274902474298,Yes,No,0.16443295263937507
300level,19–21,Male,Single,Science,Statistics ,Yes,Good,Good,Good,Good,Good,Good,3.797299121211677,4.051712100225582,Yes,No,0.2544129790139049
300level,25–27,Male,Single,Science,Botany ,Yes,Good,Neutral,Neutral,Poor,Good,Neutral,4.2246464250399365,3.1677504335758213,No,No,-1.0568959914641152
400level,22–24,Male,Single,Science,Geophysics ,No,Poor,Neutral,Neutral,Poor,Neutral,Poor,4.4076014694144146,4.366762194901975,No,No,-0.040839274512439516
200level,16–18,Female,Married,Engineering,Civil Engineering,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,4.120920109618813,4.437190379321324,Yes,No,0.31627026970251126
300level,25–27,Female,Single,Law,Law,No Skill,Neutral,Neutral,Neutral,Neutral,Neutral,Poor,3.999851407289042,3.1712143633267256,No,No,-0.8286370439623165
200level,22–24,Female,Single,Management Science,accounting ,Yes,Neutral,Poor,Poor,Poor,Neutral,Poor,3.5174816847177355,3.746029881331272,No,No,0.22854819661353654
300level,22–24,Male,Single,Education,Educational foundations ,No,Neutral,Good,Neutral,Neutral,Neutral,Neutral,3.679116484931623,3.4257738106973736,Yes,No,-0.2533426742342493
300level,19–21,Male,Single,Science,Cell Biology and Genetics,Yes,Neutral,Good,Neutral,Neutral,Good,Good,4.128812112603457,3.9235397440265802,No,No,-0.20527236857687692
500level.,25–27,Female,Single,Science,Marine  science,No,Good,Neutral,Neutral,Neutral,Good,Good,4.096668833115743,4.052108260338288,No,No,-0.04456057277745451
200level,22–24,Female,Single,Education,Art and social sciences Education ,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.867428331907652,3.6420761346802513,Yes,Yes,-0.22535219722740063
400level,19–21,Male,Single,Engineering,Electrical and Electronics Engineering ,Yes,Poor,Good,Neutral,Neutral,Neutral,Neutral,4.184845841569281,3.6198794797707867,Yes,Yes,-0.5649663617984944
200level,16–18,Female,Single,Education,Yoruba ,No,Poor,Neutral,Good,Good,Good,Poor,3.6158041498965505,3.593941203609316,No,,-0.021862946287234397
500level.,27+,Female,Married,Engineering,Met and mat,Yes,Good,Neutral,Good,Neutral,Neutral,Neutral,3.588972066238408,3.912130061851164,No,,0.32315799561275593
400level,22–24,Female,Single,Management Science,Finance ,Yes,Neutral,Poor,Neutral,Poor,Good,Neutral,3.561823906674351,3.4761931667941903,Yes,No,-0.08563073988016079
300level,19–21,Male,Single,Science,Statistics ,Yes,Good,Good,Good,Good,Good,Good,4.046400439875415,3.7419230725708976,Yes,No,-0.3044773673045178
300level,25–27,Male,Single,Science,Botany ,Yes,Good,Neutral,Neutral,Poor,Good,Neutral,3.8482715802554344,3.934534955796965,No,No,0.08626337554153052
400level,22–24,Male,Single,Science,Geophysics ,No,Poor,Neutral,Neutral,Poor,Neutral,Poor,3.8957281956605785,4.146979787600806,No,No,0.2512515919402274
200level,16–18,Female,Married,Engineering,Civil Engineering,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,4.03010290077079,4.9229602462968565,Yes,No,0.8928573455260667
300level,25–27,Female,Single,Law,Law,No Skill,Neutral,Neutral,Neutral,Neutral,Neutral,Poor,4.0375017295486435,3.740224554210112,No,No,-0.2972771753385315
200level,22–24,Female,Single,Management Science,accounting ,Yes,Neutral,Poor,Poor,Poor,Neutral,Poor,3.425705796732342,3.97003310465091,No,No,0.544327307918568
300level,22–24,Male,Single,Education,Educational foundations ,No,Neutral,Good,Neutral,Neutral,Neutral,Neutral,3.9253607666535033,3.4729660365890025,Yes,No,-0.4523947300645008
300level,19–21,Male,Single,Science,Cell Biology and Genetics,Yes,Neutral,Good,Neutral,Neutral,Good,Good,4.210948156314254,3.9243931670106926,No,No,-0.2865549893035615
500level.,25–27,Female,Single,Science,Marine  science,No,Good,Neutral,Neutral,Neutral,Good,Good,3.9229611499365284,3.191042249988625,No,No,-0.7319188999479036
200level,22–24,Female,Single,Education,Art and social sciences Education ,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.9133507433639827,3.8980551780806625,Yes,Yes,-0.015295565283320212
400level,19–21,Male,Single,Engineering,Electrical and Electronics Engineering ,Yes,Poor,Good,Neutral,Neutral,Neutral,Neutral,4.520883481256751,3.187215120440288,Yes,Yes,-1.3336683608164632
200level,16–18,Female,Single,Education,Yoruba ,No,Poor,Neutral,Good,Good,Good,Poor,3.6452802897730643,4.104237065232078,No,,0.4589567754590136
500level.,27+,Female,Married,Engineering,Met and mat,Yes,Good,Neutral,Good,Neutral,Neutral,Neutral,3.8622723014434843,3.916337372943544,No,,0.05406507150005968
400level,22–24,Female,Single,Management Science,Finance ,Yes,Neutral,Poor,Neutral,Poor,Good,Neutral,3.7836328592116217,3.8352004214706725,Yes,No,0.05156756225905079
300level,19–21,Male,Single,Science,Statistics ,Yes,Good,Good,Good,Good,Good,Good,3.9734588803023057,3.935007702476315,Yes,No,-0.03845117782599061
300level,25–27,Male,Single,Science,Botany ,Yes,Good,Neutral,Neutral,Poor,Good,Neutral,3.703340753446399,3.8760604240845717,No,No,0.17271967063817284
400level,22–24,Male,Single,Science,Geophysics ,No,Poor,Neutral,Neutral,Poor,Neutral,Poor,3.872999800195762,3.853695762840948,No,No,-0.01930403735481434
200level,16–18,Female,Married,Engineering,Civil Engineering,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.7758386914938686,3.6489648662402234,Yes,No,-0.1268738252536452
300level,25–27,Female,Single,Law,Law,No Skill,Neutral,Neutral,Neutral,Neutral,Neutral,Poor,4.153760388018307,3.6220818454017016,No,No,-0.5316785426166057
200level,22–24,Female,Single,Management Science,accounting ,Yes,Neutral,Poor,Poor,Poor,Neutral,Poor,4.061605161508957,3.7595711464100465,No,No,-0.30203401509891004
300level,22–24,Male,Single,Education,Educational foundations ,No,Neutral,Good,Neutral,Neutral,Neutral,Neutral,4.27741901278182,3.7942395293331397,Yes,No,-0.48317948344868045
300level,19–21,Male,Single,Science,Cell Biology and Genetics,Yes,Neutral,Good,Neutral,Neutral,Good,Good,4.023546660470238,3.79362280377645,No,No,-0.22992385669378823
500level.,25–27,Female,Single,Science,Marine  science,No,Good,Neutral,Neutral,Neutral,Good,Good,3.692301133101886,3.9510592695909232,No,No,0.2587581364890372
200level,22–24,Female,Single,Education,Art and social sciences Education ,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.892467461861355,3.1791413223255787,Yes,Yes,-0.7133261395357762
400level,19–21,Male,Single,Engineering,Electrical and Electronics Engineering ,Yes,Poor,Good,Neutral,Neutral,Neutral,Neutral,3.8853471214870496,3.5038462979921636,Yes,Yes,-0.381500823494886
200level,16–18,Female,Single,Education,Yoruba ,No,Poor,Neutral,Good,Good,Good,Poor,3.7326775781899695,3.4409521589650054,No,,-0.2917254192249641
500level.,27+,Female,Married,Engineering,Met and mat,Yes,Good,Neutral,Good,Neutral,Neutral,Neutral,4.227547244026328,3.748024602236335,No,,-0.4795226417899934
400level,22–24,Female,Single,Management Science,Finance ,Yes,Neutral,Poor,Neutral,Poor,Good,Neutral,3.6725245342596087,4.426944619841789,Yes,No,0.7544200855821805
300level,19–21,Male,Single,Science,Statistics ,Yes,Good,Good,Good,Good,Good,Good,3.827606017126036,4.701629695780779,Yes,No,0.8740236786547433
300level,25–27,Male,Single,Science,Botany ,Yes,Good,Neutral,Neutral,Poor,Good,Neutral,3.843352279865834,4.240099040408348,No,No,0.3967467605425137
400level,22–24,Male,Single,Science,Geophysics ,No,Poor,Neutral,Neutral,Poor,Neutral,Poor,3.289599230225261,3.6758215320387615,No,No,0.3862223018135005
200level,16–18,Female,Married,Engineering,Civil Engineering,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.883895216989939,3.96386843166185,Yes,No,0.07997321467191121
300level,25–27,Female,Single,Law,Law,No Skill,Neutral,Neutral,Neutral,Neutral,Neutral,Poor,4.376648379675029,3.889004407768082,No,No,-0.48764397190694675
200level,22–24,Female,Single,Management Science,accounting ,Yes,Neutral,Poor,Poor,Poor,Neutral,Poor,4.089449008088115,3.317729425588007,No,No,-0.7717195825001082
300level,22–24,Male,Single,Education,Educational foundations ,No,Neutral,Good,Neutral,Neutral,Neutral,Neutral,3.807422947071399,3.841576097902798,Yes,No,0.03415315083139925
300level,19–21,Male,Single,Science,Cell Biology and Genetics,Yes,Neutral,Good,Neutral,Neutral,Good,Good,3.460275132995939,3.5339005604170435,No,No,0.07362542742110456
500level.,25–27,Female,Single,Science,Marine  science,No,Good,Neutral,Neutral,Neutral,Good,Good,3.769746072775058,3.851174105218896,No,No,0.08142803244383812
200level,22–24,Female,Single,Education,Art and social sciences Education ,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,4.3199478719568996,3.6201251103504903,Yes,Yes,-0.6998227616064092
400level,19–21,Male,Single,Engineering,Electrical and Electronics Engineering ,Yes,Poor,Good,Neutral,Neutral,Neutral,Neutral,3.7710908174498643,3.2689136596675885,Yes,Yes,-0.5021771577822758
200level,16–18,Female,Single,Education,Yoruba ,No,Poor,Neutral,Good,Good,Good,Poor,3.679505954852736,3.623648261841854,No,,-0.055857693010881615
500level.,27+,Female,Married,Engineering,Met and mat,Yes,Good,Neutral,Good,Neutral,Neutral,Neutral,3.4999505406701936,3.5104915077406624,No,,0.01054096707046881
400level,22–24,Female,Single,Management Science,Finance ,Yes,Neutral,Poor,Neutral,Poor,Good,Neutral,3.8514662919321956,4.0779402924724515,Yes,No,0.2264740005402559
300level,19–21,Male,Single,Science,Statistics ,Yes,Good,Good,Good,Good,Good,Good,3.787538685749839,3.715344960957747,Yes,No,-0.07219372479209207
300level,25–27,Male,Single,Science,Botany ,Yes,Good,Neutral,Neutral,Poor,Good,Neutral,4.1377559408028075,3.210255611053768,No,No,-0.9275003297490394
400level,22–24,Male,Single,Science,Geophysics ,No,Poor,Neutral,Neutral,Poor,Neutral,Poor,3.814609489834118,3.8887866154805644,No,No,0.0741771256464463
200level,16–18,Female,Married,Engineering,Civil Engineering,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,4.10123955855708,4.038184074267449,Yes,No,-0.06305548428963093
300level,25–27,Female,Single,Law,Law,No Skill,Neutral,Neutral,Neutral,Neutral,Neutral,Poor,3.6912593701399916,3.599479896400954,No,No,-0.09177947373903761
200level,22–24,Female,Single,Management Science,accounting ,Yes,Neutral,Poor,Poor,Poor,Neutral,Poor,4.328031348780312,4.479247799735215,No,No,0.15121645095490255
300level,22–24,Male,Single,Education,Educational foundations ,No,Neutral,Good,Neutral,Neutral,Neutral,Neutral,4.34393805947811,3.5277840294282643,Yes,No,-0.8161540300498458
300level,19–21,Male,Single,Science,Cell Biology and Genetics,Yes,Neutral,Good,Neutral,Neutral,Good,Good,3.6845666170320026,3.528178279474643,No,No,-0.1563883375573596
500level.,25–27,Female,Single,Science,Marine  science,No,Good,Neutral,Neutral,Neutral,Good,Good,3.8681285374414403,3.3157313746493977,No,No,-0.5523971627920425
200level,22–24,Female,Single,Education,Art and social sciences Education ,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,4.287755267880011,3.704785772150381,Yes,Yes,-0.5829694957296301
400level,19–21,Male,Single,Engineering,Electrical and Electronics Engineering ,Yes,Poor,Good,Neutral,Neutral,Neutral,Neutral,3.9950774074396955,4.023527465512438,Yes,Yes,0.02845005807274248
200level,16–18,Female,Single,Education,Yoruba ,No,Poor,Neutral,Good,Good,Good,Poor,4.154925192147246,3.717895288795292,No,,-0.437029903351954
500level.,27+,Female,Married,Engineering,Met and mat,Yes,Good,Neutral,Good,Neutral,Neutral,Neutral,3.9401434069990726,3.5939892567287064,No,,-0.3461541502703662
400level,22–24,Female,Single,Management Science,Finance ,Yes,Neutral,Poor,Neutral,Poor,Good,Neutral,3.5990630122562446,3.3687406975176666,Yes,No,-0.230322314738578
300level,19–21,Male,Single,Science,Statistics ,Yes,Good,Good,Good,Good,Good,Good,3.8953556082681318,3.3965394122798056,Yes,No,-0.49881619598832616
300level,25–27,Male,Single,Science,Botany ,Yes,Good,Neutral,Neutral,Poor,Good,Neutral,4.214103011821127,3.9144613960095094,No,No,-0.2996416158116175
400level,22–24,Male,Single,Science,Geophysics ,No,Poor,Neutral,Neutral,Poor,Neutral,Poor,4.5311594686187835,4.243107520553746,No,No,-0.2880519480650374
200level,16–18,Female,Married,Engineering,Civil Engineering,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,4.308148569190858,3.6721816091593347,Yes,No,-0.6359669600315234
300level,25–27,Female,Single,Law,Law,No Skill,Neutral,Neutral,Neutral,Neutral,Neutral,Poor,4.0117085502505745,3.3974771977866163,No,No,-0.6142313524639582
200level,22–24,Female,Single,Management Science,accounting ,Yes,Neutral,Poor,Poor,Poor,Neutral,Poor,4.121031336155068,4.211846663282642,No,No,0.09081532712757401
300level,22–24,Male,Single,Education,Educational foundations ,No,Neutral,Good,Neutral,Neutral,Neutral,Neutral,4.119855175280071,4.062160425844672,Yes,No,-0.05769474943539876
300level,19–21,Male,Single,Science,Cell Biology and Genetics,Yes,Neutral,Good,Neutral,Neutral,Good,Good,4.267510218226339,3.6754027502029625,No,No,-0.5921074680233764
500level.,25–27,Female,Single,Science,Marine  science,No,Good,Neutral,Neutral,Neutral,Good,Good,4.015745613406792,4.11061147924715,No,No,0.09486586584035805
200level,22–24,Female,Single,Education,Art and social sciences Education ,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,4.367096668969667,3.907186169591585,Yes,Yes,-0.45991049937808226
400level,19–21,Male,Single,Engineering,Electrical and Electronics Engineering ,Yes,Poor,Good,Neutral,Neutral,Neutral,Neutral,3.896771886811578,4.115285291975391,Yes,Yes,0.21851340516381246
200level,16–18,Female,Single,Education,Yoruba ,No,Poor,Neutral,Good,Good,Good,Poor,4.044988898069453,3.6273036755574526,No,,-0.417685222512
500level.,27+,Female,Married,Engineering,Met and mat,Yes,Good,Neutral,Good,Neutral,Neutral,Neutral,4.0656538352412595,3.779452091406686,No,,-0.28620174383457364
400level,22–24,Female,Single,Management Science,Finance ,Yes,Neutral,Poor,Neutral,Poor,Good,Neutral,3.8171534161981717,3.9655011545718364,Yes,No,0.14834773837366466
300level,19–21,Male,Single,Science,Statistics ,Yes,Good,Good,Good,Good,Good,Good,3.940518164056218,3.825130669964761,Yes,No,-0.11538749409145677
300level,25–27,Male,Single,Science,Botany ,Yes,Good,Neutral,Neutral,Poor,Good,Neutral,3.980817322678378,3.9992687356298275,No,No,0.018451412951449697
400level,22–24,Male,Single,Science,Geophysics ,No,Poor,Neutral,Neutral,Poor,Neutral,Poor,4.08576200775141,3.8756257676750883,No,No,-0.2101362400763218
200level,16–18,Female,Married,Engineering,Civil Engineering,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.774585497312875,3.317161593066926,Yes,No,-0.45742390424594914
300level,25–27,Female,Single,Law,Law,No Skill,Neutral,Neutral,Neutral,Neutral,Neutral,Poor,3.960801878949791,3.7416628967549146,No,No,-0.2191389821948766
200level,22–24,Female,Single,Management Science,accounting ,Yes,Neutral,Poor,Poor,Poor,Neutral,Poor,3.79202756585922,4.0281277933427315,No,No,0.23610022748351156
300level,22–24,Male,Single,Education,Educational foundations ,No,Neutral,Good,Neutral,Neutral,Neutral,Neutral,3.6499531295402483,3.310878121645137,Yes,No,-0.33907500789511147
300level,19–21,Male,Single,Science,Cell Biology and Genetics,Yes,Neutral,Good,Neutral,Neutral,Good,Good,4.370650307640869,3.5462437696438402,No,No,-0.8244065379970285
500level.,25–27,Female,Single,Science,Marine  science,No,Good,Neutral,Neutral,Neutral,Good,Good,3.708546224541051,4.249835854878469,No,No,0.5412896303374182
200level,22–24,Female,Single,Education,Art and social sciences Education ,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,4.147167681899953,4.358910653496728,Yes,Yes,0.2117429715967747
400level,19–21,Male,Single,Engineering,Electrical and Electronics Engineering ,Yes,Poor,Good,Neutral,Neutral,Neutral,Neutral,3.743608794201702,4.291197756416582,Yes,Yes,0.5475889622148804
200level,16–18,Female,Single,Education,Yoruba ,No,Poor,Neutral,Good,Good,Good,Poor,3.880579221341207,3.0870664256584646,No,,-0.7935127956827426
500level.,27+,Female,Married,Engineering,Met and mat,Yes,Good,Neutral,Good,Neutral,Neutral,Neutral,3.6885189236806872,4.587034859427104,No,,0.8985159357464165
400level,22–24,Female,Single,Management Science,Finance ,Yes,Neutral,Poor,Neutral,Poor,Good,Neutral,3.681117669992763,3.447131600852742,Yes,No,-0.23398606914002107
300level,19–21,Male,Single,Science,Statistics ,Yes,Good,Good,Good,Good,Good,Good,3.75693375073052,4.122894935272169,Yes,No,0.3659611845416486
300level,25–27,Male,Single,Science,Botany ,Yes,Good,Neutral,Neutral,Poor,Good,Neutral,3.9491893074552693,4.126614623036727,No,No,0.1774253155814578
400level,22–24,Male,Single,Science,Geophysics ,No,Poor,Neutral,Neutral,Poor,Neutral,Poor,3.4485515120117323,4.0415767614055955,No,No,0.5930252493938633
200level,16–18,Female,Married,Engineering,Civil Engineering,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,4.003189541605521,4.084678520114753,Yes,No,0.08148897850923209
300level,25–27,Female,Single,Law,Law,No Skill,Neutral,Neutral,Neutral,Neutral,Neutral,Poor,3.7729779188727792,3.746962071918339,No,No,-0.026015846954440036
200level,22–24,Female,Single,Management Science,accounting ,Yes,Neutral,Poor,Poor,Poor,Neutral,Poor,3.54364392054717,3.2022549822372293,No,No,-0.34138893830994066
300level,22–24,Male,Single,Education,Educational foundations ,No,Neutral,Good,Neutral,Neutral,Neutral,Neutral,3.518955447609005,3.934054831091537,Yes,No,0.41509938348253206
300level,19–21,Male,Single,Science,Cell Biology and Genetics,Yes,Neutral,Good,Neutral,Neutral,Good,Good,3.611312240098519,3.618624727540214,No,No,0.0073124874416947705
500level.,25–27,Female,Single,Science,Marine  science,No,Good,Neutral,Neutral,Neutral,Good,Good,3.9058265102487923,3.5330726273436492,No,No,-0.3727538829051431
200level,22–24,Female,Single,Education,Art and social sciences Education ,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,4.012486763233449,3.848145228997469,Yes,Yes,-0.16434153423597975
400level,19–21,Male,Single,Engineering,Electrical and Electronics Engineering ,Yes,Poor,Good,Neutral,Neutral,Neutral,Neutral,3.7943216356296374,3.9731672115561905,Yes,Yes,0.17884557592655304
200level,16–18,Female,Single,Education,Yoruba ,No,Poor,Neutral,Good,Good,Good,Poor,3.5141448970003717,4.082435966736555,No,,0.5682910697361834
500level.,27+,Female,Married,Engineering,Met and mat,Yes,Good,Neutral,Good,Neutral,Neutral,Neutral,3.6925679514651732,4.22236788069101,No,,0.5297999292258369
400level,22–24,Female,Single,Management Science,Finance ,Yes,Neutral,Poor,Neutral,Poor,Good,Neutral,4.1509243166643195,3.752692131647134,Yes,No,-0.39823218501718527
300level,19–21,Male,Single,Science,Statistics ,Yes,Good,Good,Good,Good,Good,Good,3.698569896680661,3.5197061078656535,Yes,No,-0.1788637888150073
300level,25–27,Male,Single,Science,Botany ,Yes,Good,Neutral,Neutral,Poor,Good,Neutral,3.6363870186762557,3.9835146584227172,No,No,0.34712763974646155
400level,22–24,Male,Single,Science,Geophysics ,No,Poor,Neutral,Neutral,Poor,Neutral,Poor,3.601365775984721,4.350758375123808,No,No,0.7493925991390875
200level,16–18,Female,Married,Engineering,Civil Engineering,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,4.4719285896930705,3.6560556452450186,Yes,No,-0.8158729444480519
300level,25–27,Female,Single,Law,Law,No Skill,Neutral,Neutral,Neutral,Neutral,Neutral,Poor,4.0023107741274355,3.935490088147761,No,No,-0.06682068597967472
200level,22–24,Female,Single,Management Science,accounting ,Yes,Neutral,Poor,Poor,Poor,Neutral,Poor,3.6800608048636607,3.3983801762675268,No,No,-0.28168062859613396
300level,22–24,Male,Single,Education,Educational foundations ,No,Neutral,Good,Neutral,Neutral,Neutral,Neutral,4.086869905638573,4.058153034056281,Yes,No,-0.02871687158229186
300level,19–21,Male,Single,Science,Cell Biology and Genetics,Yes,Neutral,Good,Neutral,Neutral,Good,Good,3.4934674434819732,4.217744981656004,No,No,0.724277538174031
500level.,25–27,Female,Single,Science,Marine  science,No,Good,Neutral,Neutral,Neutral,Good,Good,3.9407468974724353,3.261199020642612,No,No,-0.6795478768298233
200level,22–24,Female,Single,Education,Art and social sciences Education ,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.620698013165489,3.9092150451959067,Yes,Yes,0.28851703203041756
400level,19–21,Male,Single,Engineering,Electrical and Electronics Engineering ,Yes,Poor,Good,Neutral,Neutral,Neutral,Neutral,3.1372454342971747,3.799213434623005,Yes,Yes,0.6619680003258304
200level,16–18,Female,Single,Education,Yoruba ,No,Poor,Neutral,Good,Good,Good,Poor,3.8352896341210267,3.2670738867860023,No,,-0.5682157473350244
